Name,Code,Type,Extent,Data Source,Remarks,Revision Date
HTRS96 / Croatia LCC,3766,projected,Croatia,EPSG,,"September 29, 2007"
HTRS96 / UTM zone 33N,3767,projected,Croatia - west of 18°E,EPSG,,"September 29, 2007"
HTRS96 / UTM zone 34N,3768,projected,Croatia - east of 18°E,EPSG,,"September 29, 2007"
Bermuda 1957 / UTM zone 20N,3769,projected,Bermuda - onshore,EPSG,Replaced by BDA2000 / Bermuda…,"December 12, 2007"
BDA2000 / Bermuda 2000 National Grid,3770,projected,Bermuda,EPSG,Replaces Bermuda 1957 / UTM zo…,"December 12, 2007"
NAD27 / Alberta 3TM ref merid 111 W,3771,projected,Canada - Alberta - east of 112…,EPSG,If used for rural area control…,"June 23, 2008"
NAD27 / Alberta 3TM ref merid 114 W,3772,projected,Canada - Alberta - 115.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
NAD27 / Alberta 3TM ref merid 117 W,3773,projected,Canada - Alberta - 118.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83 / Alberta 3TM ref merid 111 W,3775,projected,Canada - Alberta - east of 112…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83 / Alberta 3TM ref merid 114 W,3776,projected,Canada - Alberta - 115.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83 / Alberta 3TM ref merid 117 W,3777,projected,Canada - Alberta - 118.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83(CSRS) / Alberta 3TM ref merid 111 W [SUPERSEDED],3779,projected,Canada - Alberta - east of 112…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83(CSRS) / Alberta 3TM ref merid 114 W [SUPERSEDED],3780,projected,Canada - Alberta - 115.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
NAD83(CSRS) / Alberta 3TM ref merid 117 W [SUPERSEDED],3781,projected,Canada - Alberta - 118.5°W to…,EPSG,If used for rural area control…,"June 23, 2008"
Pitcairn 2006 / Pitcairn TM 2006,3783,projected,Pitcairn - Pitcairn Island,EPSG,Replaces Pitcairn 1967 / UTM z…,"January 28, 2008"
Pitcairn 1967 / UTM zone 9S,3784,projected,Pitcairn - Pitcairn Island,EPSG,Replaced by Pitcairn 2006 / Pi…,"January 28, 2008"
NZGD2000 / Auckland Islands TM 2000,3788,projected,New Zealand - Snares and Auckl…,EPSG,,"April 4, 2008"
NZGD2000 / Campbell Island TM 2000,3789,projected,New Zealand - Campbell Island,EPSG,,"April 4, 2008"
NZGD2000 / Antipodes Islands TM 2000,3790,projected,New Zealand - Antipodes and Bo…,EPSG,,"April 4, 2008"
NZGD2000 / Raoul Island TM 2000,3791,projected,New Zealand - Raoul and Kermad…,EPSG,,"April 4, 2008"
NZGD2000 / Chatham Islands TM 2000,3793,projected,New Zealand - Chatham Islands…,EPSG,Replaces CI1979 / Chatham Isla…,"June 20, 2011"
Slovenia 1996 / Slovene National Grid,3794,projected,Slovenia,EPSG,Replaces D48/GK (CRS code 3787…,"August 29, 2018"
NAD27 / Cuba Norte,3795,projected,Cuba - onshore north of 21°30'…,EPSG,,"September 10, 2013"
NAD27 / Cuba Sur,3796,projected,Cuba - onshore south of 21°30'…,EPSG,,"September 10, 2013"
NAD27 / MTQ Lambert,3797,projected,Canada - Quebec,EPSG,Replaced by NAD83 / MTQ Lamber…,"April 25, 2008"
NAD83 / MTQ Lambert,3798,projected,Canada - Quebec,EPSG,Replaces NAD27 / MTQ Lambert (…,"April 25, 2008"
NAD83(CSRS) / MTQ Lambert,3799,projected,Canada - Quebec,EPSG,This CRS may sometimes be call…,"April 25, 2008"
NAD27 / Alberta 3TM ref merid 120 W,3800,projected,Canada - Alberta - west of 118…,EPSG,If used for rural area control…,"June 24, 2008"
NAD83 / Alberta 3TM ref merid 120 W,3801,projected,Canada - Alberta - west of 118…,EPSG,If used for rural area control…,"June 24, 2008"
NAD83(CSRS) / Alberta 3TM ref merid 120 W [SUPERSEDED],3802,projected,Canada - Alberta - west of 118…,EPSG,If used for rural area control…,"June 24, 2008"
ETRS89 / Belgian Lambert 2008,3812,projected,Belgium - onshore,EPSG,Replaces ETRS89 / Lambert 2005…,"March 30, 2020"
NAD83 / Mississippi TM,3814,projected,USA - Mississippi,EPSG,For applications with an accur…,"August 5, 2008"
NAD83(HARN) / Mississippi TM,3815,projected,USA - Mississippi,EPSG,For applications with an accur…,"August 5, 2008"
NAD83(NSRS2007) / Mississippi TM,3816,projected,USA - Mississippi,EPSG,Replaces NAD83(HARN) / Mississ…,"August 5, 2008"
HD1909,3819,geographic 2D,Hungary,EPSG,Replaced earlier HD1863 adjust…,"August 2, 2008"
TWD67,3821,geographic 2D,Taiwan - onshore - mainland an…,EPSG,Shares the same origin point w…,"August 11, 2008"
TWD97,3822,geocentric,Taiwan,EPSG,,"August 11, 2008"
TWD97,3823,geographic 3D,Taiwan,EPSG,,"August 11, 2008"
TWD97,3824,geographic 2D,Taiwan,EPSG,,"August 11, 2008"
TWD97 / TM2 zone 119,3825,projected,Taiwan - 118°E to 120°E,EPSG,"Except for cadastral use, repl…","February 13, 2012"
TWD97 / TM2 zone 121,3826,projected,Taiwan - 120°E to 122°E,EPSG,"Except for cadastral use, repl…","August 11, 2008"
TWD67 / TM2 zone 119,3827,projected,Taiwan - onshore - Penghu,EPSG,"Except for cadastral use, repl…","August 11, 2008"
TWD67 / TM2 zone 121,3828,projected,Taiwan - onshore - mainland,EPSG,"Except for cadastral use, repl…","February 13, 2012"
Hu Tzu Shan 1950 / UTM zone 51N,3829,projected,Taiwan - onshore - mainland an…,EPSG,,"March 30, 2010"
WGS 84 / PDC Mercator,3832,projected,Pacific Ocean,EPSG,,"March 14, 2020"
Pulkovo 1942(58) / Gauss-Kruger zone 2,3833,projected,Germany - East Germany - west…,EPSG,Replaced by Pulkovo 1942(83) /…,"January 21, 2012"
Pulkovo 1942(83) / Gauss-Kruger zone 2,3834,projected,Germany - East Germany - west…,EPSG,Replaces Pulkovo 1942(58) / Ga…,"January 21, 2012"
Pulkovo 1942(83) / Gauss-Kruger zone 3,3835,projected,Europe - 12°E to 18°E onshore…,EPSG,Replaces Pulkovo 1942(58) / Ga…,"January 21, 2012"
Pulkovo 1942(83) / Gauss-Kruger zone 4,3836,projected,Europe - 18°E to 24°E onshore…,EPSG,Replaces Pulkovo 1942(58) / Ga…,"September 24, 2008"
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 3,3837,projected,Germany - East Germany - west…,EPSG,Replaced by Pulkovo 1942(83) /…,"January 21, 2012"
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 4,3838,projected,Europe - 10.5°E to 13.5°E onsh…,EPSG,Replaced by Pulkovo 1942(83) /…,"January 21, 2012"
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 9,3839,projected,Europe - 25.5°E to 28.5°E onsh…,EPSG,,"September 24, 2008"
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 10,3840,projected,Europe - 28.5°E to 31.5°E onsh…,EPSG,,"September 24, 2008"
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 6,3841,projected,Europe - 16.5°E to 19.5°E onsh…,EPSG,Replaces Pulkovo 1942(58) / 3-…,"July 4, 2009"
Pulkovo 1942(58) / Stereo70,3844,projected,Romania,EPSG,,"April 30, 2024"
SWEREF99 / RT90 7.5 gon V emulation,3845,projected,Sweden - 7.5 gon W,EPSG,Approximates RT90 7.5 gon V (C…,"February 18, 2010"
SWEREF99 / RT90 5 gon V emulation,3846,projected,Sweden - 5 gon W,EPSG,Approximates RT90 5 gon V (CRS…,"February 18, 2010"
SWEREF99 / RT90 2.5 gon V emulation,3847,projected,Sweden - 2.5 gon W,EPSG,Approximates RT90 2.5 gon V (C…,"February 18, 2010"
SWEREF99 / RT90 0 gon emulation,3848,projected,Sweden - 0 gon,EPSG,Approximates RT90 0 gon (CRS c…,"February 18, 2010"
SWEREF99 / RT90 2.5 gon O emulation,3849,projected,Sweden - 2.5 gon E,EPSG,Approximates RT90 2.5 gon O (C…,"February 18, 2010"
SWEREF99 / RT90 5 gon O emulation,3850,projected,Sweden - 5 gon E,EPSG,Approximates RT90 5 gon O (CRS…,"February 18, 2010"
NZGD2000 / NZCS2000,3851,projected,New Zealand - offshore,EPSG,See WGS 84 / NIWA Albers (CRS…,"September 17, 2019"
RSRGD2000 / DGLC2000,3852,projected,Antarctica - Darwin Glacier re…,EPSG,Replaced by RSRGD2000 / MSLC20…,"March 28, 2011"
County ST74,3854,projected,Sweden - Stockholm county,EPSG,Simulation of engineering (reg…,"January 30, 2009"
EGM2008 height,3855,vertical,World,EPSG,Zero-height surface resulting…,"July 17, 2019"
WGS 84 / Pseudo-Mercator,3857,projected,World - 85°S to 85°N,EPSG,Not a recognised geodetic syst…,"March 14, 2020"
ETRS89 / GK19FIN,3873,projected,Finland - west of 19.5°E onsho…,EPSG,Replaces ETRS89 / ETRS-GK19FIN…,"March 30, 2020"
ETRS89 / GK20FIN,3874,projected,Finland - 19.5°E to 20.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK20FIN…,"March 30, 2020"
ETRS89 / GK21FIN,3875,projected,Finland - 20.5°E to 21.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK21FIN…,"March 30, 2020"
ETRS89 / GK22FIN,3876,projected,Finland - 21.5°E to 22.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK22FIN…,"March 30, 2020"
ETRS89 / GK23FIN,3877,projected,Finland - 22.5°E to 23.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK23FIN…,"March 30, 2020"
ETRS89 / GK24FIN,3878,projected,Finland - 23.5°E to 24.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK24FIN…,"March 30, 2020"
ETRS89 / GK25FIN,3879,projected,Finland - 24.5°E to 25.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK25FIN…,"March 30, 2020"
ETRS89 / GK26FIN,3880,projected,Finland - 25.5°E to 26.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK26FIN…,"March 30, 2020"
ETRS89 / GK27FIN,3881,projected,Finland - 26.5°E to 27.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK27FIN…,"March 30, 2020"
ETRS89 / GK28FIN,3882,projected,Finland - 27.5°E to 28.5°E ons…,EPSG,Replaces ETRS89 / ETRS-GK28FIN…,"March 30, 2020"
ETRS89 / GK29FIN,3883,projected,Finland - 28.5°E to 29.5°E nom…,EPSG,Replaces ETRS89 / ETRS-GK29FIN…,"March 30, 2020"
ETRS89 / GK30FIN,3884,projected,Finland - 29.5°E to 30.5°E nom…,EPSG,Replaces ETRS89 / ETRS-GK30FIN…,"March 30, 2020"
ETRS89 / GK31FIN,3885,projected,Finland - east of 30.5°E nomin…,EPSG,Replaces ETRS89 / ETRS-GK31FIN…,"March 30, 2020"
Fao 1979 height,3886,vertical,Iraq - onshore,EPSG,Replaces Fao height (CRS code…,"March 1, 2010"
IGRS,3887,geocentric,Iraq,EPSG,,"February 3, 2009"
IGRS,3888,geographic 3D,Iraq,EPSG,,"February 3, 2009"
IGRS,3889,geographic 2D,Iraq,EPSG,,"February 3, 2009"
IGRS / UTM zone 37N,3890,projected,Iraq - west of 42°E,EPSG,,"February 3, 2009"
IGRS / UTM zone 38N,3891,projected,Iraq - 42°E to 48°E,EPSG,,"February 3, 2009"
IGRS / UTM zone 39N,3892,projected,Iraq - east of 48°E,EPSG,,"January 21, 2012"
ED50 / Iraq National Grid,3893,projected,Iraq - onshore,EPSG,,"March 16, 2009"
N2000 height,3900,vertical,Finland - onshore,EPSG,Replaces N43 height and N60 he…,"May 29, 2018"
KKJ / Finland Uniform Coordinate System + N60 height,3901,compound,Finland - onshore,EPSG,Replaced by ETRS89 / TM35FIN(N…,"April 23, 2010"
"ETRS89 / TM35FIN(N,E) + N60 height",3902,compound,Finland - onshore,EPSG,Replaces YKJ/N60 (CRS code 390…,"March 14, 2020"
"ETRS89 / TM35FIN(N,E) + N2000 height",3903,compound,Finland - onshore,EPSG,"Replaces ETRS89 / TM35FIN(N,E)…","March 14, 2020"
MGI 1901,3906,geographic 2D,Europe - former Yugoslavia ons…,EPSG,Adopted in 1924 replacing MGI…,"August 29, 2018"
MGI 1901 / Slovene National Grid,3912,projected,Slovenia,EPSG,In Slovenia replaces MGI 1901…,"August 29, 2018"
Puerto Rico / UTM zone 20N,3920,projected,"Virgin Islands, British - onsh…",EPSG,NAD27 / UTM zone 20N (code 267…,"September 5, 2009"
RGF93 v1 / CC42,3942,projected,France - mainland south of 43°…,EPSG,,"September 8, 2021"
RGF93 v1 / CC43,3943,projected,France - mainland south of 44°…,EPSG,,"September 8, 2021"
RGF93 v1 / CC44,3944,projected,France - mainland - 43°N to 45…,EPSG,,"September 8, 2021"
RGF93 v1 / CC45,3945,projected,France - mainland - 44°N to 46…,EPSG,,"September 8, 2021"
RGF93 v1 / CC46,3946,projected,France - mainland - 45°N to 47…,EPSG,,"September 8, 2021"
RGF93 v1 / CC47,3947,projected,France - mainland - 46°N to 48…,EPSG,,"September 8, 2021"
RGF93 v1 / CC48,3948,projected,France - mainland - 47°N to 49…,EPSG,,"September 8, 2021"
RGF93 v1 / CC49,3949,projected,France - mainland - 48°N to 50…,EPSG,,"September 8, 2021"
RGF93 v1 / CC50,3950,projected,France - mainland north of 49°…,EPSG,,"September 8, 2021"
NAD83 / Virginia Lambert,3968,projected,USA - Virginia,EPSG,For applications with an accur…,"April 8, 2009"
NAD83(HARN) / Virginia Lambert,3969,projected,USA - Virginia,EPSG,Replaces NAD83 / Virginia Lamb…,"April 8, 2009"
NAD83(NSRS2007) / Virginia Lambert,3970,projected,USA - Virginia,EPSG,Replaces NAD83(HARN) / Virgini…,"April 8, 2009"
WGS 84 / NSIDC Sea Ice Polar Stereographic South,3976,projected,World - S hemisphere - south o…,EPSG,Geodetically preferred alterna…,"March 14, 2020"
NAD83 / Canada Atlas Lambert,3978,projected,Canada,EPSG,Data may sometimes be referenc…,"April 26, 2009"
NAD83(CSRS) / Canada Atlas Lambert,3979,projected,Canada,EPSG,This CRS may sometimes be call…,"April 26, 2009"
Katanga 1955 / Katanga Gauss zone A,3986,projected,Congo DR (Zaire) - Katanga eas…,EPSG,,"March 11, 2009"
Katanga 1955 / Katanga Gauss zone B,3987,projected,Congo DR (Zaire) - Katanga 26.…,EPSG,,"March 11, 2009"
Katanga 1955 / Katanga Gauss zone C,3988,projected,Congo DR (Zaire) - Katanga 24.…,EPSG,,"March 11, 2009"
Katanga 1955 / Katanga Gauss zone D,3989,projected,Congo DR (Zaire) - Katanga wes…,EPSG,,"March 11, 2009"
Puerto Rico State Plane CS of 1927,3991,projected,Puerto Rico - onshore,EPSG,Sometimes erroneously referred…,"September 5, 2009"
Puerto Rico / St. Croix,3992,projected,"Virgin Islands, US - onshore",EPSG,Sometimes erroneously referred…,"September 5, 2009"
Guam 1963 / Guam SPCS,3993,projected,Guam - onshore,EPSG,Replaced by NAD83(HARN) / Guam…,"July 29, 2009"
WGS 84 / Mercator 41,3994,projected,New Zealand - offshore Pacific…,EPSG,For projects extending within…,"March 14, 2020"
WGS 84 / Arctic Polar Stereographic,3995,projected,World - N hemisphere - north o…,EPSG,Used to serve the bathymetry o…,"March 14, 2020"
WGS 84 / IBCAO Polar Stereographic,3996,projected,World - N hemisphere - north o…,EPSG,Used as the coordinate base fo…,"March 14, 2020"
WGS 84 / Dubai Local TM,3997,projected,UAE - Dubai municipality,EPSG,,"March 14, 2020"
MOLDREF99,4000,geocentric,Moldova,EPSG,,"May 11, 2009"
MOLDREF99,4017,geographic 3D,Moldova,EPSG,,"May 11, 2009"
MOLDREF99,4023,geographic 2D,Moldova,EPSG,,"April 15, 2009"
MOLDREF99 / Moldova TM,4026,projected,Moldova,EPSG,"For mapping at 1:25,000 scale…","April 25, 2013"
WGS 84 / TMzn35N,4037,projected,Moldova - west of 30°E,EPSG,In Moldova for mapping at 1:10…,"March 14, 2020"
WGS 84 / TMzn36N,4038,projected,Moldova - east of 30°E,EPSG,In Moldova for mapping at 1:10…,"March 14, 2020"
RGRDC 2005,4039,geocentric,Congo DR (Zaire) - south,EPSG,,"April 16, 2009"
RGRDC 2005,4040,geographic 3D,Congo DR (Zaire) - south,EPSG,,"April 16, 2009"
RGRDC 2005,4046,geographic 2D,Congo DR (Zaire) - south,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 12,4048,projected,Congo DR (Zaire) - 11°E to 13°…,EPSG,,"January 5, 2012"
RGRDC 2005 / Congo TM zone 14,4049,projected,Congo DR (Zaire) - 13°E to 15°…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 16,4050,projected,Congo DR (Zaire) - south and 1…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 18,4051,projected,Congo DR (Zaire) - south and 1…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 20,4056,projected,Congo DR (Zaire) - south and 1…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 22,4057,projected,Congo DR (Zaire) - south and 2…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 24,4058,projected,Congo DR (Zaire) - south and 2…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 26,4059,projected,Congo DR (Zaire) - south and 2…,EPSG,,"April 16, 2009"
RGRDC 2005 / Congo TM zone 28,4060,projected,Congo DR (Zaire) - south and 2…,EPSG,,"April 16, 2009"
RGRDC 2005 / UTM zone 33S,4061,projected,Congo DR (Zaire) - south and 1…,EPSG,,"April 16, 2009"
RGRDC 2005 / UTM zone 34S,4062,projected,Congo DR (Zaire) - south and 1…,EPSG,,"April 16, 2009"
RGRDC 2005 / UTM zone 35S,4063,projected,Congo DR (Zaire) - south and 2…,EPSG,,"April 16, 2009"
Chua / UTM zone 23S,4071,projected,Brazil - Distrito Federal,EPSG,,"May 14, 2009"
SREF98,4073,geocentric,Serbia,EPSG,Replaced by SRB_ETRS89 (STRS00…,"July 17, 2019"
SREF98,4074,geographic 3D,Serbia,EPSG,Replaced by SRB_ETRS89 (STRS00…,"July 17, 2019"
SREF98,4075,geographic 2D,Serbia,EPSG,Replaces MGI 1901 (CRS code 39…,"July 17, 2019"
REGCAN95,4079,geocentric,Spain - Canary Islands,EPSG,,"July 24, 2020"
REGCAN95,4080,geographic 3D,Spain - Canary Islands,EPSG,,"July 24, 2020"
REGCAN95,4081,geographic 2D,Spain - Canary Islands,EPSG,Replaces Pico de las Nieves 19…,"May 15, 2009"
REGCAN95 / UTM zone 27N,4082,projected,Spain - Canary Islands - west…,EPSG,Replaces PN68 / UTM zone 27N a…,"July 1, 2020"
REGCAN95 / UTM zone 28N,4083,projected,Spain - Canary Islands - east…,EPSG,Replaces PN68 / UTM zone 28N a…,"July 1, 2020"
WGS 84 / World Equidistant Cylindrical,4087,projected,World,EPSG,Origin is at intersection of e…,"June 6, 2009"
ETRS89 / DKTM1,4093,projected,Denmark - onshore Jutland west…,EPSG,For large scale topographic ma…,"March 30, 2020"
ETRS89 / DKTM2,4094,projected,Denmark - onshore Jutland east…,EPSG,For large scale topographic ma…,"March 30, 2020"
ETRS89 / DKTM3,4095,projected,Denmark - onshore Zealand and…,EPSG,For large scale topographic ma…,"March 30, 2020"
ETRS89 / DKTM4,4096,projected,Denmark - onshore Bornholm,EPSG,For large scale topographic ma…,"March 14, 2020"
ETRS89 / DKTM1 + DVR90 height,4097,compound,Denmark - onshore Jutland west…,EPSG,,"March 30, 2020"
ETRS89 / DKTM2 + DVR90 height,4098,compound,Denmark - onshore Jutland east…,EPSG,,"March 30, 2020"
ETRS89 / DKTM3 + DVR90 height,4099,compound,Denmark - onshore Zealand and…,EPSG,,"March 30, 2020"
ETRS89 / DKTM4 + DVR90 height,4100,compound,Denmark - onshore Bornholm,EPSG,,"March 30, 2020"
Greek,4120,geographic 2D,Greece - onshore,EPSG,,"July 20, 2011"
GGRS87,4121,geographic 2D,Greece - onshore,EPSG,,"July 20, 2011"
ATS77,4122,geographic 2D,Canada - Maritime Provinces,EPSG,In use from 1979. To be phased…,"September 17, 2019"
KKJ,4123,geographic 2D,Finland - onshore,EPSG,,"June 30, 2011"
RT90,4124,geographic 2D,Sweden,EPSG,,"January 6, 2004"
Tete,4127,geographic 2D,Mozambique - onshore,EPSG,,"November 19, 2014"
Madzansua,4128,geographic 2D,Mozambique - west - Tete provi…,EPSG,Replaced by values transformed…,"January 6, 2004"
Observatario,4129,geographic 2D,Mozambique - south,EPSG,Replaced by values transformed…,"November 19, 2014"
Moznet,4130,geographic 2D,Mozambique,EPSG,,"August 27, 2007"
Indian 1960,4131,geographic 2D,Asia - Cambodia and Vietnam -…,EPSG,,"March 25, 2012"
FD58,4132,geographic 2D,Iran - FD58,EPSG,,"January 6, 2004"
EST92,4133,geographic 2D,Estonia - onshore,EPSG,This name is also used for a p…,"June 30, 2011"
PSD93,4134,geographic 2D,Oman - onshore,EPSG,Replaced Fahud geogCRS (code 4…,"November 7, 2008"
Old Hawaiian,4135,geographic 2D,USA - Hawaii - onshore,EPSG,Note: this CRS includes longit…,"May 20, 2014"
